probability sample: 1,probability sample: 2,probability sample: 3,probability sample: 4,probability sample: 5,probability sample: 6,GameID,Home Team Result
0.5937368520180959,0.5356934241901058,0.7644056374596401,0.8435081585912986,0.8888820226084282,0.9745758662260148,2009091300,W
0.6526111087611816,0.7188351587697239,0.7363359730235584,0.7179890871979107,0.7014533948455308,0.7992962233958683,2009091301,W
0.6899788252193091,0.4310963902583818,0.05119190747771085,0.0159777592852679,0.0016386990089568565,0.004391009402745129,2009091302,L
0.5002476243758627,0.3816421973499396,0.4072456290526477,0.3926666514435252,0.20236818256075384,0.056679756981825376,2009091304,L
0.4845810813636622,0.4429425270702214,0.3045773755589446,0.10739843467948852,0.05297188143228016,0.04786096623245447,2009091305,L
0.4546627224652141,0.4885470956858858,0.5765519525762887,0.5689825393244479,0.7147953517614452,0.6193989839848046,2009091306,W
0.8263822452281537,0.6579106789252067,0.8085950225939756,0.8489088403709067,0.8759367913374608,0.9727128143120604,2009091307,W
0.5358028981443459,0.4014460601897985,0.5261837340979318,0.11364923135907473,0.14813517779992358,0.061920154483891536,2009091308,L
0.3741455104546312,0.3934720390752615,0.36053376460937625,0.23136066813859266,0.5966353482357953,0.4190945885224794,2009091309,L
0.4684054485059343,0.7182974453881619,0.8688506960393791,0.5199369000148413,0.4773450640247594,0.7300793700575199,2009091310,L
0.41435952941667104,0.4097937864727417,0.7982208642909537,0.8937334873604506,0.9967629272932516,0.9994833710197568,2009091311,W
0.461980335738732,0.5209660425159939,0.7683766300518872,0.6451772369856921,0.5173491315858418,0.38083141231832496,2009091312,W
0.5983983836247107,0.2641042225705446,0.5102913513373489,0.3664078856337513,0.381899473671552,0.2012456180265044,2009091400,W
0.6164739956323955,0.7221324319663155,0.4834187367668405,0.3994647606864731,0.519788466898801,0.4620339786730552,2009091401,L
0.4796896154994189,0.5571603955723932,0.5736327076879308,0.8561012765160687,0.8386872128134111,0.9074312022420292,2009092000,W
0.5848054026937325,0.6163196035653769,0.7714188927162464,0.5211127157223858,0.3433470980710381,0.05725625937695322,2009092001,L
0.3271113224961982,0.7213722341605325,0.7597543754665329,0.529966375576391,0.3344160005647789,0.1281267990063788,2009092002,L
0.4067385961298337,0.19109791982923705,0.5036449062080525,0.14985860279220664,0.19664633481725888,0.2701016449129437,2009092003,L
0.5738857246489955,0.5883700135808054,0.5269736984508346,0.4031696141705117,0.4889813259309378,0.34358078444272444,2009092004,L
0.42508369951284897,0.2741729667827014,0.4002557443666909,0.6491751453613105,0.6565338345593972,0.8171521966862583,2009092005,W
0.6665846532240662,0.8223393134168444,0.3848536987842917,0.4109507783031817,0.6268331163356491,0.5146996372342894,2009092007,L
0.6198190592991063,0.6242355097713715,0.5099568727249855,0.5187957027392164,0.486587966095294,0.6100056658125099,2009092008,W
0.6379825698463324,0.8915831387198748,0.8468365067097329,0.6737588360723803,0.7495222195024261,0.9169678996273728,2009092009,W
0.6224060699863978,0.8074425779558329,0.8377770717296508,0.8058486447345014,0.8201243748909315,0.9304667049016742,2009092010,W
