probability sample: 1,probability sample: 2,probability sample: 3,probability sample: 4,probability sample: 5,probability sample: 6,GameID,Home Team Result
0.5997753967412506,0.4465500274375024,0.7475492999836426,0.8729172034532617,0.9679153800343824,0.9751801149764888,2009091300,W
0.5611842295975573,0.7483785632221475,0.6623301513407744,0.4654754029951636,0.6892316514633401,0.6942760829671006,2009091301,W
0.6013009653098529,0.5446408695643709,0.04417225524700952,0.06593660508706845,0.008516792166311384,0.0014422878767474932,2009091302,L
0.5791422735604079,0.4697010149434834,0.3583620321747893,0.3992780242346039,0.1570702441249062,0.001162172863798605,2009091304,L
0.5676483479021273,0.4231617001011472,0.3390867243523791,0.11122338941685517,0.045913478726884886,0.004836163568235796,2009091305,L
0.6164121800756216,0.5725787986045262,0.5186439047017055,0.5894444632800234,0.6785819326399803,0.7614316474848702,2009091306,W
0.7485970546171986,0.7624656858998727,0.7965238153318299,0.897129789203376,0.9215108910165404,0.9975868989785588,2009091307,W
0.4549169398962281,0.3573819711018358,0.573704960103662,0.09558751180978586,0.15621445154725225,0.007559166121433813,2009091308,L
0.5437063956139397,0.4014405890679789,0.3458402778731069,0.3128775171902046,0.626241918557752,0.35281129080618606,2009091309,L
0.6046170982929517,0.7149026498811469,0.8720627788814718,0.5949572779864566,0.6131634357613085,0.8228624928201272,2009091310,L
0.42928132426462096,0.4014122472775132,0.7432384733715469,0.911368185623508,0.999195654491,0.998901150675852,2009091311,W
0.4895793956467737,0.49880948485374704,0.5170281488143832,0.5979255077247361,0.4290650801864304,0.2347526860786769,2009091312,W
0.5071737526020291,0.22421338231248025,0.476230773795771,0.37007036995917,0.39168941312902855,0.12677230813707782,2009091400,W
0.4751960907427454,0.6463143815748841,0.5247749274688132,0.5215207547723931,0.5958768734188754,0.34922065588443085,2009091401,L
0.38976507748074907,0.6040940407792075,0.6379003346391641,0.8546228873989661,0.8913421502999798,0.846826309019981,2009092000,W
0.610350554609006,0.7031204847506862,0.7602250139472895,0.4776694013210558,0.20340479744501566,0.025125761610457997,2009092001,L
0.3729647408834856,0.6488026535873164,0.6935670006597094,0.4875584690275544,0.3082940013700214,0.09959001099430977,2009092002,L
0.3932447558436698,0.3488035196022222,0.4596249368960661,0.24643710598335394,0.14138660281642212,0.3060911090334824,2009092003,L
0.4989497289146267,0.5466084803022531,0.5067651081731069,0.3896826658906189,0.497020393305384,0.485532366251569,2009092004,L
0.4157299862380473,0.3670042772960162,0.42112101012444425,0.7085745150006639,0.7125064030490631,0.8467579935933507,2009092005,W
0.5245638851326708,0.6910559860103199,0.4234629689946132,0.7629887251957423,0.4595334627098439,0.27347669734136915,2009092007,L
0.507718477505183,0.5037821942662724,0.4913153006049872,0.5751635086910939,0.41055944239643904,0.7262066232221634,2009092008,W
0.7465304725001306,0.9133166456994664,0.8284818062187943,0.7375147095720898,0.7974010537781686,0.961706267485597,2009092009,W
0.5948397404853819,0.7756694230113405,0.8006819817128897,0.7406400312679452,0.8503852194517225,0.9675746218696722,2009092010,W
0.5633718223218097,0.2280049502944027,0.35698221990001583,0.5249465236944209,0.13564460108392828,0.30538484903270824,2009092011,W
0.3893177623502164,0.5197735513589888,0.5519731810635814,0.6788770576602152,0.8263560029677622,0.998751079049218,2009092012,W
0.40830690756821575,0.5650391823757304,0.43857294253348506,0.19899041929379868,0.2441770556300984,0.20136837729665147,2009092013,L
0.5746063567841546,0.7996643259010088,0.8614784073487354,0.9510885682311394,0.9937919491929758,0.999972008058036,2009092700,W
0.3740912245335224,0.1826075012827004,0.11666742536172248,0.3617143198212093,0.10620653791970114,0.3359559431213961,2009092701,W
0.4668298055136952,0.6875313878102851,0.813134888618962,0.6668338562160234,0.6316811274396599,0.8909865462477169,2009092702,W
0.5354272437549819,0.5725310561374228,0.6505828174711635,0.3889501097302964,0.3178688175270654,0.2955705956915515,2009092703,L
0.4678942716407511,0.7532013025593488,0.6221569032016646,0.8899627014218872,0.9618360706123577,0.9308905314473988,2009092704,W
0.36862816979258,0.5097779165428987,0.4071692545471561,0.7743890246986787,0.7998898607271618,0.9899624689762766,2009092705,W
0.5276751188813208,0.90388305943098,0.8994835077502281,0.967722209252442,0.9668129785962728,0.9982697834621296,2009092706,W
0.4382480778237949,0.24544964209401554,0.14955876932818005,0.29740807768417843,0.1508639779078661,0.01220896484499458,2009092707,L
0.4063779564043815,0.16632341421937147,0.07716355573274691,0.06921113294311165,0.028084808130297238,0.0009687196331645832,2009092708,L
