probability sample: 1,probability sample: 2,probability sample: 3,probability sample: 4,GameID,Home Team Result
0.5415086705393344,0.702782705228928,0.7873689822153324,0.984420559816258,2009091300,W
0.6045379272288106,0.6426775549698752,0.5228444531120704,0.7745499124835168,2009091301,W
0.5995316405088019,0.1020555344101862,0.0011160519286844695,0.0005194432876022895,2009091302,L
0.5588488221336165,0.38834413906595183,0.2544854503397158,0.0024211065136041047,2009091304,L
0.44612416698963503,0.5259271388661504,0.05782609907637304,0.0037586120877390883,2009091305,L
0.6189856655121484,0.41096049806829216,0.7923751029947944,0.7635233242959939,2009091306,W
0.7431708620514175,0.6935507903376095,0.8929227527732811,0.9982473038001536,2009091307,W
0.38247984010787817,0.555701426699611,0.1055167800940376,0.0057346731887796525,2009091308,L
0.5170278637101919,0.29591013896960755,0.3754571710337901,0.342892502535229,2009091309,L
0.6037624083318156,0.7231988912593965,0.5689848939249726,0.8132208189185809,2009091310,L
0.5158764195664307,0.6012102330133865,0.911809788331948,0.998586907665653,2009091311,W
0.5716979025473139,0.5527142935884203,0.3894473332412659,0.2433803923052075,2009091312,W
0.5203649988126434,0.40041477369188977,0.3453457040498509,0.10497530375172212,2009091400,W
0.59976079172423,0.6083985366474872,0.4637785175496764,0.3485815767253531,2009091401,L
0.3781951139620008,0.5216458226959843,0.7759895773523708,0.7866215785549763,2009092000,W
0.4346646452772177,0.6801132178479211,0.27539949452699103,0.02022347425338994,2009092001,L
0.3729647408834856,0.465562133052255,0.3770627205643041,0.059868749162079675,2009092002,L
0.4256565246480525,0.4871459489934983,0.1335759364928979,0.3935920045621675,2009092003,L
0.5384233910968683,0.5371484020646333,0.3582713769637397,0.5190255512371408,2009092004,L
0.4355381220721049,0.4223754972205786,0.5476699583636846,0.9251345380622078,2009092005,W
0.5883578649624863,0.501552051621581,0.6651960372609731,0.2966090046552503,2009092007,L
0.4885096689106874,0.7484253958266023,0.5463499050485204,0.8662754089665681,2009092008,W
0.6010037786955006,0.8606916180537755,0.6028413880409832,0.9781426351745618,2009092009,W
0.5960441782508,0.8004254014286583,0.7378959203009212,0.9281604082188504,2009092010,W
0.5053997921387132,0.2619648666912442,0.2876157530938355,0.6769732387607421,2009092011,W
0.4741004349627849,0.5577409296982725,0.7973751464255263,0.9989729123997964,2009092012,W
0.4398467826828002,0.3833233754452909,0.1918054790414877,0.2161858189059349,2009092013,L
0.6264586506070254,0.8742536364969788,0.9988131772769934,0.9999862510293064,2009092700,W
0.4216603608849242,0.15967407990143118,0.27094296628293146,0.3351235902350169,2009092701,W
0.4519269607960056,0.8104758793106492,0.7751764336448319,0.8787540282283396,2009092702,W
0.5983493511298439,0.4219692610578248,0.5297405226916737,0.4519302793446876,2009092703,L
0.5003843201076312,0.615112339323735,0.8041897831605116,0.9435630550798272,2009092704,W
0.3991788085228044,0.5239797406273595,0.6409915072566207,0.9939982445737298,2009092705,W
0.5171348376935472,0.7979088384478149,0.9412832264212908,0.9994663069844648,2009092706,W
0.5858552293356469,0.131076674474333,0.3645616098531336,0.009273456588114277,2009092707,L
0.4540964119418406,0.08852671090347985,0.06623915208192355,0.0008193947093788622,2009092708,L
0.3763898068502245,0.522012663628313,0.33287070484853903,0.020829609385362057,2009092709,L
0.6132910548731882,0.8488825668530297,0.3928396729508524,0.4366261015315036,2009092710,L
0.6277615044637482,0.7234092864496354,0.5659533983788525,0.8678808839780444,2009092711,W
0.425592003605464,0.2777009580397519,0.11716512726121794,0.001847472169138831,2009092712,L
0.5741693198179603,0.5992404529529786,0.3583366676912393,0.9712244864899624,2009092713,W
0.4791542785981379,0.31950151035415114,0.16143457951914786,0.0005215828824161051,2009092714,L
0.5701941324819714,0.4708999483174916,0.4894735382164455,0.9460184809521726,2009092800,W
0.35742147294098003,0.764901344350745,0.8466100591484298,0.9967568321556144,2009100400,W
0.4833438560809026,0.8862569998733429,0.9860729126545724,0.999416897722982,2009100402,W
0.5367963521049121,0.7499057532235169,0.9971182583834778,0.9990324535915368,2009100403,W
