probability sample: 1,probability sample: 2,probability sample: 3,probability sample: 4,probability sample: 5,probability sample: 6,probability sample: 7,probability sample: 8,probability sample: 9,probability sample: 10,probability sample: 11,probability sample: 12,GameID,Home Team Result
0.5937368520180959,0.4289438779040981,0.5356934241901058,0.5611762932618514,0.7109427531146428,0.6119134263994888,0.8491303983971203,0.837731810182125,0.7598460100536413,0.9225885544585704,0.9529208214650796,0.9745758662260148,2009091300,W
0.6526111087611816,0.7473618152292636,0.7227877233493183,0.7369250943238813,0.7205053215450463,0.5623903304655377,0.738103742579547,0.4171843687213029,0.5340299178064422,0.7391174493939289,0.5451523597837871,0.7992962233958683,2009091301,W
0.6899788252193091,0.7194421424784945,0.38854638773382016,0.21264272131238954,0.05339494148384527,0.06204263143409505,0.0190812332649718,0.03910691742946225,0.004436222695707204,0.0013914692555954122,0.006060765228666528,0.004391009402745129,2009091302,L
0.5002476243758627,0.4707261756411149,0.4480792478998297,0.33833605176898285,0.3797782998697951,0.4261630296115884,0.4498707826838851,0.4217918297542291,0.2249270986108396,0.13701688870832526,0.10905959884457596,0.056679756981825376,2009091304,L
0.4845810813636622,0.38001346820104864,0.4526974901727029,0.481957747836414,0.3164390925481385,0.17322940227573966,0.15844962871185952,0.106128690412287,0.07995578620060449,0.05846581202514115,0.12758419601940665,0.04786096623245447,2009091305,L
0.4546627224652141,0.4798085904767457,0.5959014149892848,0.3368162132303648,0.5210489906513309,0.5508895852749144,0.4502899838371453,0.6212781950571203,0.7935826603729964,0.6858003063953326,0.7171479904065654,0.6193989839848046,2009091306,W
0.8263822452281537,0.8158045471658829,0.7916164882834381,0.6212354034318351,0.7470647117999186,0.8878206273312952,0.8671646842158665,0.8996690012174309,0.7707166452181291,0.8924544087707909,0.9250332789227832,0.9727128143120604,2009091307,W
0.5358028981443459,0.29921295408990345,0.39130601741269977,0.5074706631059137,0.5459943985637803,0.5755006748955949,0.32260994048949393,0.12107506805474078,0.12316564910865092,0.1632852990662789,0.12303979443236328,0.061920154483891536,2009091308,L
0.3741455104546312,0.295137037916969,0.3673736848030301,0.34790029046123616,0.3957307991838488,0.1168734987338289,0.30115073567371264,0.34584890715753325,0.4307250487959193,0.6294101882655201,0.5429923602490672,0.4190945885224794,2009091309,L
0.4684054485059343,0.6469643802631709,0.7013738997780854,0.7914995650522241,0.8607351815955808,0.7866120282784445,0.5766837369368767,0.6442223788624521,0.6088436488371227,0.4771596330515414,0.5887642804083508,0.7300793700575199,2009091310,L
