probability sample: 1,probability sample: 2,probability sample: 3,probability sample: 4,probability sample: 5,probability sample: 6,probability sample: 7,probability sample: 8,probability sample: 9,probability sample: 10,GameID,Home Team Result
0.5937368520180959,0.44440298699679415,0.5429261674961395,0.6830348794345864,0.6119134263994888,0.8550128384989145,0.8460118201251889,0.7588137854586792,0.9646116948595668,0.9745758662260148,2009091300,W
0.6526111087611816,0.7295355965228983,0.8056353605301205,0.6946397714238989,0.5623903304655377,0.7641364381444924,0.4364291824773126,0.7014533948455308,0.5504601715064867,0.7992962233958683,2009091301,W
0.6899788252193091,0.5959644028027801,0.39712948809430654,0.06454856513384533,0.05046242271754027,0.01878680228745977,0.009875819687013676,0.0012362224376818445,0.003159548400739287,0.004391009402745129,2009091302,L
0.5002476243758627,0.4783375335003682,0.4001570053678029,0.4625942446695545,0.3769193653403315,0.4928314786472692,0.309535349550262,0.19906488308136205,0.11921078637680282,0.056679756981825376,2009091304,L
0.4845810813636622,0.37155425905830175,0.4967698598258332,0.4042885193380504,0.17322940227573966,0.14777604388644128,0.06924703886562866,0.03732163456823212,0.1276069494599722,0.04786096623245447,2009091305,L
0.4546627224652141,0.5135997398015562,0.44387468547253306,0.5006852864740639,0.5508895852749144,0.5080064156482005,0.6483463742333041,0.8555870418990124,0.6654692394928525,0.6193989839848046,2009091306,W
0.8263822452281537,0.8199688535634987,0.6721593848712041,0.766151245583281,0.8682304859767509,0.8776803204589367,0.902455102841916,0.9308766588702456,0.9336996059685212,0.9727128143120604,2009091307,W
0.5358028981443459,0.2663508441947118,0.396738780476096,0.5851622808917898,0.5755006748955949,0.2482717104866866,0.1416033530408464,0.10359405287916604,0.11495216497803352,0.061920154483891536,2009091308,L
0.3741455104546312,0.29238209269044296,0.33809739771057834,0.3898108632309949,0.21576482389370374,0.256370724368155,0.3748759017897099,0.6213760720523611,0.5058323210906384,0.4190945885224794,2009091309,L
0.4684054485059343,0.6869611127542719,0.6396369743206903,0.8606582838779447,0.7621762452808839,0.5733182734770094,0.506952240132975,0.4801591130731614,0.582125799208362,0.7300793700575199,2009091310,L
0.41435952941667104,0.4733589892628072,0.4097937864727417,0.6218018174379001,0.8075352936999688,0.8932405763382409,0.8937300706509725,0.9987572483788048,0.999619938398889,0.9994833710197568,2009091311,W
0.461980335738732,0.5312067050265583,0.4872379974245213,0.4503228805739182,0.7955537632703193,0.6725197655655286,0.4367805051408761,0.5164241872679953,0.5193570238314659,0.38083141231832496,2009091312,W
0.5983983836247107,0.2764554946829275,0.29294233090294275,0.4277995081987807,0.3729153717868092,0.3346132930221155,0.4945064869041841,0.28257118618132504,0.3853574177506445,0.2012456180265044,2009091400,W
0.6164739956323955,0.6157747959986889,0.6926744931212393,0.596441110603879,0.5202389451333167,0.4829781038970376,0.5610938803442665,0.4681015792440358,0.5834882160309451,0.4620339786730552,2009091401,L
0.4796896154994189,0.3795787213000519,0.4512535292833328,0.4854124993095582,0.5550449593325311,0.8539898556293855,0.8088554019868641,0.8654323410595163,0.9118738864101728,0.9074312022420292,2009092000,W
0.5848054026937325,0.6288209696798216,0.5581694836440985,0.7028407409273908,0.7303842998613823,0.5145900524729622,0.25734795317002074,0.3186175020507673,0.14513402816541845,0.05725625937695322,2009092001,L
0.3271113224961982,0.6316848165695609,0.6447249596344335,0.6929421846600978,0.5472409672166434,0.4078772614440568,0.3955951414521234,0.3181103383210349,0.2887641244598764,0.1281267990063788,2009092002,L
0.4067385961298337,0.2691279363596404,0.3555134228574467,0.4091997157459532,0.5662747562617895,0.1593611007192225,0.13399636663450976,0.13668499847898166,0.2184756993344542,0.2701016449129437,2009092003,L
0.5738857246489955,0.5385825068770469,0.5295722957252683,0.5332725838949879,0.5320472693129791,0.5536586903984967,0.4781952760264519,0.4512122835413641,0.4540113685319272,0.34358078444272444,2009092004,L
0.42508369951284897,0.3563161880967124,0.2836968541327939,0.4319264394238712,0.3507480528527841,0.6218882711199186,0.5889159468469429,0.5768407017923433,0.7652693645305505,0.8171521966862583,2009092005,W
0.6665846532240662,0.6152767528577654,0.818413133452491,0.4387904231453455,0.4093188358878471,0.5309825999469738,0.6224755671629959,0.6204266662783401,0.5545204025012704,0.5146996372342894,2009092007,L
0.6198190592991063,0.5202330589171559,0.6533126906038047,0.5681286407217936,0.4721163046704436,0.5064663970781919,0.6166320188704703,0.4628548461479212,0.4918656300018187,0.6100056658125099,2009092008,W
0.6379825698463324,0.8385134000952901,0.8364845863934387,0.8219868830879752,0.8923896730906059,0.652212705411963,0.5691759446243949,0.7221496087636871,0.8288345526891415,0.9169678996273728,2009092009,W
0.6224060699863978,0.8196605053161475,0.7569165098326183,0.7903573694651588,0.8225916398643883,0.8187505793620995,0.764602743046135,0.7368053963275621,0.8903832889646155,0.9304667049016742,2009092010,W
0.3391322296972603,0.2797657828097469,0.2699821684450011,0.2530892876713111,0.3907604401166986,0.5121772649688344,0.5155601379147005,0.17496016194700612,0.1426761237773403,0.3967734034769573,2009092011,W
0.6121153791642369,0.5775654405477701,0.6284423607349311,0.644687016884292,0.5970100816642323,0.7705162954442812,0.7809538731950308,0.6818753792670218,0.9037055689462259,0.9921153793263078,2009092012,W
0.6009423364738196,0.6364245710290879,0.4617466365735486,0.3547821257683408,0.3710574791396387,0.2659463441732933,0.1803948719599251,0.29841548727902073,0.1972933732295291,0.3916362425726001,2009092013,L
0.7685585804539854,0.8149983906583494,0.802789328583077,0.897693934262358,0.9030352469219659,0.9544851412711752,0.9977436001618384,0.9883630245679216,0.9994298496724806,0.9997575781935,2009092700,W
0.4303555810391568,0.32236484672845256,0.1418720045787999,0.2070599785492737,0.11473939292724733,0.2719185018620669,0.3023132261456063,0.15807358759634066,0.14525824092844564,0.21875065482919032,2009092701,W
0.3870880386895517,0.5760674438159582,0.7422825090369636,0.8178876228983019,0.8336396186731894,0.7546933739271022,0.6581740437899728,0.7458573295689931,0.7585351478105065,0.8448233519992633,2009092702,W
0.4162420293608289,0.5135816867528497,0.5248041905682463,0.5091594504166346,0.4593830328455367,0.5388640599074029,0.49278859491628707,0.3682241468246471,0.20868235018719394,0.1806214950991284,2009092703,L
0.7841137857002398,0.773426443527893,0.7245844420603753,0.5344571700084672,0.6845643997173898,0.8029272077300819,0.7715363017553346,0.938506513452097,0.926667580295265,0.8546838553519992,2009092704,W
0.4840499823843069,0.5544563020769897,0.6202064834582316,0.4752411662280128,0.5023206519862173,0.6629914601361842,0.6828380024467708,0.8061030484065786,0.7831794854006473,0.9554261525607344,2009092705,W
0.6226427789357106,0.8555223199091895,0.8854413879152928,0.8602803965998066,0.915237358729742,0.959200882643388,0.9482233416536352,0.9394102176697516,0.98657704757965,0.9956437497249884,2009092706,W
0.3908564278467631,0.3577067116738211,0.22726642504799666,0.13911350969118455,0.14170099344706055,0.2294582742047249,0.382189927708385,0.31650615757936085,0.125803550958676,0.0724604095271702,2009092707,L
0.3055562797052317,0.19866457219717729,0.12128563220413767,0.10142762073168207,0.08067024662368427,0.12407965206278547,0.05367566389548384,0.029645589900404782,0.00663760291258908,0.009001849046806452,2009092708,L
0.3622079261472488,0.2550818760012734,0.40081123579583205,0.4922022510392132,0.4064073975528454,0.476723812299649,0.27554821709256005,0.4914984831461367,0.38377517352456497,0.10102168679223444,2009092709,L
0.6097342681425619,0.8215147687652591,0.8692270259555442,0.8374794522951889,0.7744548633814092,0.5614585917456566,0.31432194093290555,0.408449613232128,0.4901794219599528,0.604806086131197,2009092710,L
0.8632792544286327,0.8745415035100798,0.8056785500634221,0.6963204184676262,0.7298134852091487,0.4711735146926685,0.3308475404585987,0.7423937280103382,0.7907626389937404,0.8384380196950056,2009092711,W
0.3315676759730344,0.3275597401972373,0.2065465961690944,0.22683429194912705,0.1755086902977463,0.11452836060286033,0.08536598899182782,0.04310553240639348,0.028027784974060662,0.007336820104027364,2009092712,L
0.4135558763295832,0.3055080727438905,0.5870154709525228,0.6211772312646107,0.5283242119626713,0.4886925313674666,0.3712748427862521,0.5538544264347854,0.7638916940986072,0.9003429150716287,2009092713,W
0.5008042394174702,0.496717835503561,0.5910993492883109,0.256601587315748,0.13080215467851264,0.11157156574521797,0.11061697713166996,0.05355531880910647,0.01544640786125351,0.03074792170914313,2009092714,L
0.4023411580217031,0.4779744773018267,0.584942340653938,0.5009714903103213,0.5007215420658309,0.3789107273894648,0.4773599038815647,0.6813873488689617,0.8140661348343388,0.8537324317416671,2009092800,W
0.4688805711189621,0.3326993407012349,0.6510706017788133,0.8074063777091036,0.6612300002723529,0.8336298327256961,0.8346448334329082,0.8859044680254553,0.8525699385360515,0.9350249873080264,2009100400,W
0.6179152680440751,0.4981358776615261,0.6644893244191022,0.918374027308722,0.9030700764432252,0.8925487628558323,0.9739426764990222,0.9867884938698358,0.9940203936776014,0.9932964131189788,2009100402,W
