probability sample: 1,probability sample: 2,probability sample: 3,probability sample: 4,probability sample: 5,probability sample: 6,probability sample: 7,probability sample: 8,GameID,Home Team Result
0.5937368520180959,0.5347546742849881,0.6238099283858569,0.7016162900777438,0.824690854701303,0.7598460100536413,0.9716171256463116,0.9745758662260148,2009091300,W
0.6526111087611816,0.8296204303626153,0.6432515857126477,0.5981052620951778,0.7573516196036174,0.5373868178720447,0.7056347311186619,0.7992962233958683,2009091301,W
0.6899788252193091,0.6768397333928011,0.10528869276455384,0.020089359327905787,0.024065123323252943,0.0016262983764745444,0.0033401899778844092,0.004391009402745129,2009091302,L
0.5002476243758627,0.42783937702794017,0.3752824521623545,0.3769193653403315,0.4357251781162078,0.24608597929911524,0.1437252436977296,0.056679756981825376,2009091304,L
0.4845810813636622,0.4231617001011472,0.5001309067329086,0.19575510325494566,0.1570078654810475,0.07831370869540788,0.02838891236556862,0.04786096623245447,2009091305,L
0.4546627224652141,0.5343793356786825,0.3486502592790184,0.5525877059576376,0.5591235352561111,0.7935826603729964,0.6663602829142603,0.6193989839848046,2009091306,W
0.8263822452281537,0.7371358733638521,0.6935507903376095,0.8394485272490253,0.8487537020197098,0.8293338333716759,0.9215108910165404,0.9727128143120604,2009091307,W
0.5358028981443459,0.3377699667887999,0.4870820162457598,0.5209899229263883,0.2720913730166409,0.12316564910865092,0.23719709503787645,0.061920154483891536,2009091308,L
0.3741455104546312,0.3895877689350779,0.2955501031091688,0.3584058134151833,0.3399581730723309,0.4522060486997835,0.5291088310556343,0.4190945885224794,2009091309,L
0.4684054485059343,0.7285424618811412,0.750935524849569,0.7992067955617251,0.5164269218843471,0.5790436086690399,0.6156542356925799,0.7300793700575199,2009091310,L
0.41435952941667104,0.4102072150691506,0.6272318933736344,0.7899946649226607,0.8890362929255314,0.9436507593858668,0.999195654491,0.9994833710197568,2009091311,W
0.461980335738732,0.5708774748037977,0.5568679679512037,0.7806979275522629,0.6616071600220379,0.4008353729290396,0.43282221636763774,0.38083141231832496,2009091312,W
0.5983983836247107,0.2667983780827504,0.4101930035394152,0.3666946237614673,0.3778620798776448,0.3254393524700421,0.3841010542970624,0.2012456180265044,2009091400,W
0.6164739956323955,0.6463143815748841,0.7732716809119614,0.5089864607760715,0.4117438494405111,0.4885532763253893,0.5958768734188754,0.4620339786730552,2009091401,L
0.4796896154994189,0.5230887269409793,0.4359763305882816,0.5484350321658916,0.846429404813909,0.7331398362850193,0.8900192953294029,0.9074312022420292,2009092000,W
0.5848054026937325,0.6992193890270498,0.6475752141479809,0.7522620771027289,0.4857203151497454,0.22856655987461566,0.1933749913627536,0.05725625937695322,2009092001,L
0.3271113224961982,0.6833660863253794,0.462743513163042,0.6577171131145054,0.4783495220774121,0.4022322272160864,0.29838231597921194,0.1281267990063788,2009092002,L
